datetime,open,high,low,close,volume,turnover
2020-02-19,3708.18,3723.81,3656.44,3664.87,2224648,8153044000.19
2020-02-20,3667.11,3722.33,3595.0,3683.84,4987579,18373459249.51
2020-02-21,3523.4,3556.22,3512.3,3543.14,1863403,6602306547.78
2020-02-24,3449.7,3459.84,3444.02,3452.57,2301367,7945627859.25
2020-02-25,3482.56,3495.1,3459.13,3469.61,2411220,8366004813.98
2020-02-26,3495.09,3533.09,3438.91,3524.33,1866183,6577041741.39
2020-02-27,3546.52,3603.24,3500.11,3539.93,4335512,15347417178.13
2020-02-28,3521.15,3538.62,3518.13,3535.28,2692110,9517373621.09
2020-03-02,3496.49,3518.93,3462.45,3517.53,2599908,9145253401.23
2020-03-03,3386.75,3425.26,3298.63,3417.03,3892478,13300722867.96
2020-03-04,3374.0,3402.89,3365.23,3371.25,3971783,13389891975.73
2020-03-05,3360.58,3369.0,3342.91,3343.57,3513024,11746032204.61
2020-03-06,3426.81,3438.52,3388.36,3417.6,4909439,16778508856.41
2020-03-09,3433.81,3464.5,3413.6,3444.51,2707017,9324338131.11
2020-03-10,3339.12,3358.62,3275.12,3326.5,2116271,7039765136.93
2020-03-11,3367.22,3376.58,3302.63,3351.38,2489493,8343244224.56
2020-03-12,3332.77,3340.65,3301.39,3328.92,3767891,12543019393.56
2020-03-13,3300.3,3329.59,3272.8,3287.18,4937270,16229712967.02
2020-03-16,3334.54,3446.3,3321.11,3330.68,4380355,14589581062.47
2020-03-17,3386.67,3422.74,3375.2,3402.69,2163490,7361694436.79
2020-03-18,3476.31,3506.73,3455.03,3469.47,2338486,8113316182.25
2020-03-19,3394.55,3415.7,3358.05,3414.71,4214850,14392492655.28
2020-03-20,3399.16,3422.54,3333.78,3397.01,2157655,7329570908.29
2020-03-23,3455.2,3490.58,3402.63,3422.91,2243294,7678595523.45
2020-03-24,3475.79,3506.6,3438.68,3493.12,3250041,11352776424.02
2020-03-25,3477.82,3510.79,3439.52,3463.13,3866879,13391523175.31
2020-03-26,3413.95,3466.5,3401.62,3453.74,3173408,10960121953.36
2020-03-27,3370.98,3383.57,3366.88,3380.77,3444026,11643468664.55
2020-03-30,3313.47,3336.61,3273.31,3303.27,3699424,12220201130.12
2020-03-31,3378.01,3440.9,3324.07,3360.25,3127599,10509528417.22
2020-04-01,3464.18,3496.86,3444.27,3454.76,1663689,5747647745.25
2020-04-02,3429.47,3458.11,3368.82,3453.24,4753836,16416137241.19
2020-04-03,3518.75,3544.65,3494.42,3526.0,2877971,10147731992.51
2020-04-06,3515.51,3561.86,3466.62,3555.03,3349316,11906921407.67
2020-04-07,3528.69,3579.08,3509.21,3512.72,1830051,6428451954.23
2020-04-08,3544.2,3565.55,3525.02,3541.62,4651387,16473443878.05
2020-04-09,3649.09,3690.62,3647.13,3654.1,4037908,14754936348.15
2020-04-10,3670.0,3705.83,3622.52,3655.14,4801250,17549240947.4
2020-04-13,3789.9,3816.15,3770.66,3773.17,1755678,6624480297.37
2020-04-14,3583.64,3637.14,3569.55,3579.25,4921451,17615118347.52
2020-04-15,3644.83,3651.0,3636.97,3641.67,3016106,10983657344.19
2020-04-16,3642.72,3655.36,3601.52,3651.65,2603546,9507238258.9
2020-04-17,3646.85,3657.11,3631.03,3633.46,2284294,8299900147.23
2020-04-20,3653.17,3695.53,3630.03,3643.77,3592631,13090705653.2
2020-04-21,3518.06,3550.39,3463.67,3502.56,4767255,16697619404.8
2020-04-22,3500.58,3545.02,3453.21,3490.68,4208020,14688847183.74
2020-04-23,3490.68,3560.09,3465.04,3519.1,1129350,3974296736.01
2020-04-24,3611.94,3643.68,3542.79,3626.64,1206487,4375490742.87
2020-04-27,3587.36,3598.14,3573.75,3592.67,3880453,13941196254.0
2020-04-28,3570.22,3589.9,3522.77,3538.17,4849033,17156712710.92
2020-04-29,3513.86,3545.62,3423.35,3506.2,3503292,12283256780.43
2020-04-30,3555.86,3604.02,3520.19,3573.9,4596270,16426618725.56
2020-05-01,3626.13,3628.2,3577.67,3600.97,1624446,5849588503.11
2020-05-04,3565.37,3642.5,3564.07,3566.42,1280852,4568059189.52
2020-05-05,3597.89,3640.98,3593.48,3606.6,4348855,15684577542.73
2020-05-06,3646.59,3659.63,3586.92,3617.21,3091635,11183087871.99
2020-05-07,3684.25,3709.78,3672.55,3690.9,3268185,12062548434.44
2020-05-08,3642.19,3709.38,3568.65,3642.77,2726199,9930910693.9
2020-05-11,3638.53,3641.37,3616.0,3622.54,1021253,3699528722.11
2020-05-12,3655.19,3684.56,3521.12,3597.75,4852666,17458693178.74
2020-05-13,3518.93,3538.93,3432.04,3496.04,4703259,16442797354.17
2020-05-14,3523.78,3552.36,3487.35,3520.24,4546183,16003675159.35
2020-05-15,3534.22,3587.52,3531.82,3542.14,4127849,14621436361.51
2020-05-18,3561.17,3633.1,3481.14,3546.05,1080257,3830643809.94
2020-05-19,3547.69,3562.86,3523.58,3532.96,1528423,5399853484.98
2020-05-20,3444.79,3532.41,3430.2,3436.48,1775158,6100297721.94
2020-05-21,3394.72,3425.46,3324.7,3411.01,2959669,10095452379.39
2020-05-22,3372.94,3420.18,3334.41,3391.04,1578688,5353391330.84
2020-05-25,3344.44,3345.95,3301.65,3340.02,4933443,16477789366.44
2020-05-26,3356.45,3385.38,3320.47,3332.58,2449796,8164151603.07
2020-05-27,3382.81,3470.41,3343.36,3362.85,2310077,7768436711.0
2020-05-28,3498.76,3509.02,3490.45,3493.07,4878363,17040460904.57
2020-05-29,3513.51,3524.2,3445.32,3508.76,4751851,16673099000.38
2020-06-01,3536.53,3583.5,3492.1,3530.34,2785559,9833973703.36
2020-06-02,3551.5,3552.31,3493.35,3528.62,1429332,5043562552.08
2020-06-03,3388.16,3417.06,3332.56,3396.73,1371233,4657710548.78
2020-06-04,3387.07,3467.3,3361.2,3398.33,4484847,15240977478.43
2020-06-05,3427.23,3481.46,3388.33,3405.82,3284139,11185183500.36
2020-06-08,3584.23,3585.1,3544.69,3577.01,2702159,9665655474.88
2020-06-09,3572.61,3583.96,3542.74,3566.83,4811575,17162058390.73
2020-06-10,3584.68,3610.74,3566.43,3591.91,2304766,8278502248.76
2020-06-11,3606.97,3638.28,3579.42,3593.0,3946862,14181091064.2
2020-06-12,3495.05,3536.42,3477.09,3512.62,1475595,5183198214.24
2020-06-15,3599.64,3624.24,3575.05,3596.41,3148091,11321839483.43
2020-06-16,3631.95,3684.58,3622.05,3654.1,4738006,17313128613.27
2020-06-17,3727.64,3741.78,3673.25,3715.56,3562605,13237073329.51
2020-06-18,3671.91,3676.33,3572.36,3651.7,2021469,7381794463.85
2020-06-19,3773.72,3777.41,3704.75,3757.8,2812336,10568200165.89
2020-06-22,3652.15,3671.62,3636.25,3656.2,3636722,13296588963.82
2020-06-23,3716.67,3736.77,3670.01,3702.77,3550043,13144996998.6
2020-06-24,3850.59,3910.7,3829.96,3868.69,3935726,15226100265.15
2020-06-25,3811.25,3867.34,3785.96,3795.92,1558516,5915996201.74
2020-06-26,3739.61,3760.17,3669.11,3756.72,4011786,15071155842.35
2020-06-29,3762.38,3792.67,3704.9,3767.96,1163834,4385284323.74
2020-06-30,3751.53,3815.71,3729.89,3733.79,3718576,13884382456.05
2020-07-01,3618.67,3641.94,3557.44,3621.73,1852746,6710140040.45
2020-07-02,3617.0,3631.62,3604.43,3630.31,3899872,14157763669.7
2020-07-03,3577.51,3584.0,3496.02,3556.82,2800072,9959339029.24
2020-07-06,3611.59,3629.68,3587.25,3594.06,4628332,16634511085.84
2020-07-07,3549.24,3567.62,3523.05,3531.57,3234805,11423928903.89
2020-07-08,3671.43,3684.36,3612.29,3644.57,1088668,3967728880.92
2020-07-09,3595.25,3646.74,3581.37,3591.12,1553091,5577342496.65
2020-07-10,3557.09,3585.47,3531.22,3571.58,1270914,4539176046.72
2020-07-13,3621.02,3648.68,3615.83,3633.27,1279713,4649538291.48
2020-07-14,3553.72,3554.43,3525.34,3547.46,4672277,16574708958.6
2020-07-15,3539.52,3593.63,3492.8,3567.14,4494667,16033124849.12
2020-07-16,3678.74,3686.32,3657.18,3663.97,2159608,7912731517.35
2020-07-17,3521.56,3557.65,3448.74,3549.84,4372455,15521494845.96
2020-07-20,3521.6,3618.21,3434.11,3566.49,4756732,16964853622.09
2020-07-21,3575.98,3599.69,3549.09,3588.6,4555668,16348458205.3
2020-07-22,3621.84,3659.86,3603.42,3648.3,3054376,11143276655.43
2020-07-23,3559.64,3589.44,3552.72,3561.69,4674664,16649712894.41
2020-07-24,3473.49,3519.7,3464.41,3471.19,2594918,9007459633.56
2020-07-27,3528.32,3595.4,3508.77,3510.9,3702994,13000837123.32
2020-07-28,3548.66,3551.76,3522.2,3535.26,2581074,9124776297.9
2020-07-29,3536.53,3586.08,3530.11,3556.51,1710644,6083922099.38
2020-07-30,3599.79,3641.75,3547.0,3584.71,4900379,17566433728.08
2020-07-31,3522.21,3556.64,3517.04,3539.54,4312620,15264691427.83
2020-08-03,3552.81,3580.02,3514.57,3559.52,3384291,12046455107.98
2020-08-04,3594.56,3626.48,3572.95,3583.94,1010651,3622117133.21
2020-08-05,3552.59,3556.63,3477.11,3536.32,4553320,16102017378.21
2020-08-06,3655.37,3678.01,3639.21,3671.82,3542017,13005650903.1
2020-08-07,3714.6,3748.54,3667.96,3710.29,3161352,11729529508.07
2020-08-10,3625.72,3660.28,3615.19,3625.6,2461331,8923795940.15
2020-08-11,3701.31,3729.51,3629.69,3676.83,1224605,4502665936.51
2020-08-12,3610.94,3672.22,3585.54,3608.83,3787136,13667142446.54
2020-08-13,3665.84,3697.46,3659.43,3669.25,2361303,8664214006.2
2020-08-14,3730.04,3794.38,3714.11,3757.94,1472501,5533576410.22
2020-08-17,3694.54,3740.11,3691.55,3700.02,2779685,10284891358.98
2020-08-18,3759.82,3785.04,3705.92,3775.01,3271073,12348335586.37
2020-08-19,3792.25,3892.1,3735.52,3809.95,2034262,7750438057.78
2020-08-20,3885.26,3916.09,3808.62,3876.4,1337913,5186287141.01
2020-08-21,4021.85,4030.35,3998.65,4027.33,4627447,18636264866.52
2020-08-24,3963.62,4029.6,3922.81,4011.59,4578276,18366184682.69
2020-08-25,3949.04,3985.97,3897.3,3955.13,4265962,16872442633.43
2020-08-26,3915.86,3965.74,3869.35,3888.72,2227146,8660756435.76
2020-08-27,3850.42,3895.99,3766.79,3829.16,1511603,5788175262.35
2020-08-28,3851.44,3909.77,3749.18,3827.09,4294238,16434427205.88
2020-08-31,3841.41,3873.38,3823.21,3857.03,3458042,13337763349.03
2020-09-01,3881.95,3925.51,3878.16,3882.23,3875033,15043764261.3
2020-09-02,3928.65,3964.63,3857.78,3950.34,3873828,15302926865.22
2020-09-03,3948.29,3971.68,3906.01,3955.31,4350651,17208194190.02
2020-09-04,4088.45,4102.1,4026.46,4074.25,3640240,14831261609.59
2020-09-07,4064.26,4072.47,4025.2,4056.76,1932477,7839600147.99
2020-09-08,4248.56,4345.16,4226.09,4281.52,4542180,19447438262.82
2020-09-09,4295.14,4453.63,4217.59,4339.38,2581420,11201758452.2
2020-09-10,4282.95,4304.4,4192.43,4269.33,3344351,14278128887.55
2020-09-11,4170.81,4218.13,4147.58,4182.16,3621780,15146851766.26
2020-09-14,4200.04,4263.26,4197.47,4226.69,3565618,15070777768.11
2020-09-15,4222.43,4234.82,4162.2,4212.03,3965116,16701191328.41
2020-09-16,4320.74,4360.46,4168.19,4276.39,3939152,16845353485.48
2020-09-17,4314.96,4360.12,4269.2,4321.14,3696405,15972691634.65
2020-09-18,4361.51,4410.68,4299.82,4319.17,2705243,11684402408.26
2020-09-21,4223.23,4269.68,4191.1,4250.34,3975605,16897671055.33
2020-09-22,4131.05,4150.37,4081.02,4125.82,4305108,17762090188.13
2020-09-23,4095.1,4108.49,4026.42,4093.1,1531972,6270512439.08
2020-09-24,4153.43,4203.69,4148.26,4167.3,3227503,13449967398.82
2020-09-25,4164.75,4198.41,4150.31,4189.31,4093061,17147098652.42
2020-09-28,4052.87,4140.72,4016.16,4089.12,1341207,5484360313.11
2020-09-29,4093.95,4192.91,4046.57,4107.38,4289791,17619781280.1
2020-09-30,4199.4,4210.72,4093.67,4143.14,4676158,19373956039.86
2020-10-01,4067.18,4126.22,4051.65,4074.04,4854498,19777417947.37
2020-10-02,4086.6,4096.83,4078.64,4090.64,2241968,9171082769.51
2020-10-05,4122.73,4164.92,4066.92,4099.49,2613374,10713506635.39
2020-10-06,4007.17,4050.12,3913.67,4009.88,3582814,14366653666.98
2020-10-07,4046.47,4082.3,4010.68,4042.58,3347029,13530643931.53
2020-10-08,4114.97,4153.96,4060.34,4091.97,3437245,14065090928.01
2020-10-09,4193.21,4238.69,4164.19,4184.69,2715880,11365128143.37
2020-10-12,4257.95,4306.33,4235.14,4277.08,3763398,16096339280.62
2020-10-13,4181.34,4186.51,4148.66,4163.51,1402980,5841314453.16
2020-10-14,4076.46,4107.24,4043.83,4089.58,2449087,10015727088.81
2020-10-15,4151.39,4158.89,4129.78,4135.79,4502626,18621919897.13
2020-10-16,4166.38,4191.28,4132.21,4182.42,2359231,9867306655.14
2020-10-19,4229.18,4249.58,4150.7,4229.69,2090445,8841935076.43
2020-10-20,4516.66,4569.56,4516.61,4559.84,3449129,15727467002.45
2020-10-21,4597.6,4622.76,4523.22,4616.46,3857281,17806985278.75
2020-10-22,4722.11,4759.46,4674.98,4725.92,4139878,19564743886.17
2020-10-23,4802.42,4897.6,4766.04,4820.82,4460989,21505622807.29
2020-10-26,4916.56,4930.32,4816.23,4888.45,3001676,14673528403.23
2020-10-27,4868.78,4949.25,4804.01,4862.51,2531192,12307946513.58
2020-10-28,4923.85,4970.02,4890.47,4941.18,4529801,22382573245.31
2020-10-29,4879.64,4967.5,4809.42,4869.75,3090547,15050191976.05
2020-10-30,4861.87,4969.74,4775.63,4851.56,2974324,14430096577.32
2020-11-02,4804.09,4820.69,4738.29,4809.31,3742974,18001126893.85
2020-11-03,4805.23,4897.08,4778.5,4822.0,1269160,6119884070.4
2020-11-04,5070.55,5112.25,4993.43,5050.04,1578526,7971624453.24
2020-11-05,4880.13,4910.17,4832.73,4866.5,1940240,9442173733.32
2020-11-06,4977.57,5020.3,4882.57,4938.16,2416842,11934747642.1
2020-11-09,4779.77,4790.98,4728.64,4783.82,3233795,15469890727.55
2020-11-10,4747.95,4760.41,4734.27,4743.45,1960652,9300255358.52
2020-11-11,4805.91,4909.19,4797.03,4851.5,4385744,21277443297.99
2020-11-12,4873.78,4876.98,4766.23,4862.59,4994528,24286342036.85
2020-11-13,4742.58,4782.19,4716.49,4762.64,1816228,8650040114.23
2020-11-16,4690.81,4703.43,4681.55,4699.27,1861789,8749045386.05
2020-11-17,4763.42,4850.85,4763.25,4767.84,2522534,12027037147.15
2020-11-18,4680.15,4836.17,4679.36,4702.96,3870574,18203161989.65
2020-11-19,4734.84,4774.32,4714.48,4728.02,2338084,11054519078.98
2020-11-20,4744.82,4760.32,4722.83,4737.06,1343567,6364560309.06
2020-11-23,4701.92,4717.21,4640.87,4680.07,2469539,11557604847.42
2020-11-24,4917.34,4965.09,4807.14,4885.42,2630369,12850462009.6
2020-11-25,4968.91,4977.08,4933.82,4952.25,2294315,11362013292.51
2020-11-26,4742.65,4763.2,4726.53,4756.62,2635125,12534284545.56
2020-11-27,4783.71,4790.8,4737.13,4779.11,3039096,14524183334.13
2020-11-30,4687.3,4744.92,4659.65,4720.64,4594804,21690402275.83
2020-12-01,4823.64,4848.4,4794.85,4805.84,3908056,18781485265.27
2020-12-02,4710.93,4775.14,4654.62,4734.47,4403531,20848383755.84
2020-12-03,4726.51,4729.05,4701.08,4728.34,3051259,14427389275.93
2020-12-04,4779.83,4848.32,4753.49,4780.82,4510390,21563376871.98
2020-12-07,4885.8,4920.89,4847.04,4868.38,3363162,16373165449.44
2020-12-08,4756.85,4793.15,4749.93,4756.38,4197102,19963023377.34
2020-12-09,4723.7,4738.41,4677.37,4729.32,2642425,12496870158.81
2020-12-10,4671.72,4718.61,4614.42,4689.12,2447947,11478728830.79
2020-12-11,4636.36,4638.72,4624.51,4632.54,1441048,6675716847.69
2020-12-14,4806.6,4851.51,4768.76,4800.75,1778883,8539966181.26
2020-12-15,4851.65,4879.12,4837.16,4844.43,4198156,20337678955.31
2020-12-16,4742.14,4750.48,4648.57,4727.11,1976089,9341191185.46
2020-12-17,4822.27,4823.49,4809.56,4818.61,3434003,16547136208.38
2020-12-18,4987.88,5054.95,4985.31,5027.95,2759771,13875990690.82
2020-12-21,5119.57,5169.15,5080.24,5136.8,3436536,17652803822.44
2020-12-22,5021.94,5086.3,4958.04,4985.84,1744748,8699042073.85
2020-12-23,4964.87,4967.88,4920.88,4942.54,2244992,11095971618.11
2020-12-24,5046.55,5105.11,5034.61,5072.72,2999063,15213412170.95
2020-12-25,5013.53,5101.02,4997.71,5006.0,3763545,18840299819.64
2020-12-28,5045.76,5097.66,4940.32,5055.44,3086453,15603376319.47
2020-12-29,5095.42,5175.78,5059.8,5138.82,4560569,23435930515.49
2020-12-30,5080.3,5107.22,5037.35,5048.69,2244453,11331546323.47
2020-12-31,5014.73,5057.4,4899.94,5047.73,3921989,19797132520.96
2021-01-01,4688.77,4792.84,4676.27,4725.55,1748778,8263946150.59
2021-01-04,4614.03,4652.13,4613.56,4633.46,2102686,9742720489.87
2021-01-05,4618.96,4621.18,4599.38,4614.69,4232906,19533559326.27
2021-01-06,4522.68,4526.33,4481.37,4504.14,2435601,10970298658.73
2021-01-07,4642.37,4675.53,4641.48,4655.7,3036982,14139279806.25
2021-01-08,4550.96,4565.42,4494.18,4527.19,3553437,16087085813.23
2021-01-11,4515.41,4578.29,4439.08,4491.87,3535610,15881515588.05
2021-01-12,4515.01,4562.63,4487.22,4508.11,1139227,5135762395.7
2021-01-13,4655.25,4713.46,4614.5,4642.57,2636091,12238231921.51
2021-01-14,4515.25,4575.0,4486.47,4513.89,3964634,17895917358.35
2021-01-15,4641.0,4641.91,4600.91,4623.41,2394316,11069906011.98
2021-01-18,4628.81,4657.45,4494.51,4628.98,3912066,18108876286.98
2021-01-19,4588.18,4653.31,4515.47,4542.74,2965730,13472544915.27
2021-01-20,4587.33,4620.12,4551.42,4589.27,2094316,9611378721.79
2021-01-21,4578.93,4630.88,4506.6,4612.13,1773210,8178272674.97
2021-01-22,4587.06,4599.61,4539.15,4561.38,1767876,8063945826.37
2021-01-25,4587.34,4606.01,4540.92,4572.3,2133276,9753987438.36
2021-01-26,4579.87,4604.01,4453.83,4541.64,1715339,7790454574.74
2021-01-27,4594.97,4631.96,4512.85,4556.49,3196155,14563261457.47
2021-01-28,4641.71,4648.77,4606.79,4621.39,2774029,12819871274.31
2021-01-29,4798.93,4805.05,4700.48,4772.6,3016654,14397294808.37
2021-02-01,4626.17,4669.18,4586.39,4659.22,1225391,5709371763.29
2021-02-02,4837.61,4880.46,4816.13,4862.65,4632632,22526864967.69
2021-02-03,4644.79,4721.23,4639.73,4677.67,2402222,11236791277.0
2021-02-04,4692.28,4712.77,4649.27,4668.14,1686268,7871740655.84
2021-02-05,4749.0,4784.36,4677.7,4727.74,1147745,5426238130.09
2021-02-08,4747.6,4764.25,4697.63,4759.04,2055991,9784533698.13
2021-02-09,4713.19,4721.65,4659.69,4704.53,4314344,20296940641.59
2021-02-10,4637.88,4721.34,4636.3,4689.65,2812105,13187781267.24
2021-02-11,4634.57,4675.43,4633.27,4648.1,4858815,22584244227.64
2021-02-12,4592.9,4653.93,4555.21,4597.96,4303364,19786681634.24
2021-02-15,4694.52,4760.09,4640.71,4680.68,2531064,11847109249.79
2021-02-16,4697.0,4755.75,4685.18,4718.79,1227189,5790841797.43
2021-02-17,4626.05,4679.73,4614.3,4658.11,1804807,8406990548.83
2021-02-18,4783.81,4812.44,4735.73,4746.58,3369310,15992690652.59
2021-02-19,4783.68,4867.36,4743.43,4780.5,2813205,13448516325.92
2021-02-22,4829.07,4894.63,4756.48,4862.99,3841011,18678815626.03
2021-02-23,4906.31,4945.37,4834.84,4929.1,3069694,15130813944.43
2021-02-24,4859.87,4972.09,4844.68,4852.3,2321448,11264363020.31
2021-02-25,4773.83,4811.48,4760.73,4802.79,1537977,7386579556.46
2021-02-26,4884.75,4917.28,4858.8,4879.37,3723408,18167900242.14
2021-03-01,4934.72,4966.55,4888.23,4943.82,4050832,20026575691.49
2021-03-02,4957.92,5010.39,4900.32,4946.7,3359470,16618273551.06
2021-03-03,5003.8,5111.05,4954.17,4963.25,4492963,22299695825.45
2021-03-04,5044.98,5130.48,5002.14,5095.04,3430865,17480394477.26
2021-03-05,5046.31,5062.62,4985.66,5039.85,4584758,23106508477.49
2021-03-08,5109.3,5148.85,5048.97,5100.04,4100498,20912700243.46
2021-03-09,5092.31,5186.13,4965.9,5084.52,2033668,10340216179.38
2021-03-10,5101.66,5137.31,5046.13,5067.46,3339340,16921984582.89
2021-03-11,5188.74,5200.67,5129.25,5183.89,1615937,8376842090.86
2021-03-12,5314.04,5334.05,5231.94,5274.65,4362788,23012191830.85
2021-03-15,5360.24,5390.99,5358.79,5365.75,2888755,15500328604.79
2021-03-16,5514.02,5534.38,5503.31,5511.21,1131184,6234192768.35
2021-03-17,5517.53,5532.28,5497.31,5519.04,2821573,15572364416.46
2021-03-18,5563.99,5668.02,5515.67,5599.83,1990029,11143824131.72
2021-03-19,5530.81,5603.95,5493.55,5570.68,2953256,16451647165.57
2021-03-22,5605.82,5675.03,5536.54,5612.37,4958209,27827294790.78
2021-03-23,5589.28,5673.42,5558.03,5603.37,4102934,22990267166.7
2021-03-24,5629.4,5714.99,5592.04,5619.85,4379959,24614694499.13
2021-03-25,5691.58,5707.57,5669.49,5692.36,4469992,25444801566.52
2021-03-26,5605.99,5655.89,5546.88,5604.9,4666344,26154390388.26
2021-03-29,5847.87,5932.31,5834.91,5845.06,1809057,10574041432.47
2021-03-30,5713.19,5833.48,5705.88,5733.3,2513083,14408252632.58
2021-03-31,5652.21,5679.87,5583.81,5599.8,2011930,11266415202.0
2021-04-01,5704.52,5766.46,5689.02,5735.11,2768555,15877963219.38
2021-04-02,5805.82,5836.97,5687.04,5831.65,3866069,22545557429.15
2021-04-05,5933.06,6003.66,5850.36,5910.27,3716207,21963800146.98
2021-04-06,6013.76,6165.53,5861.34,5990.46,1834874,10991735186.98
2021-04-07,5965.68,6028.04,5945.36,5994.98,3079610,18462203251.26
2021-04-08,5911.01,5987.85,5863.73,5893.4,3291136,19395965971.81
2021-04-09,5904.04,5910.81,5888.94,5908.22,1738096,10269060125.46
2021-04-12,5854.57,5858.5,5791.97,5834.12,1264237,7375704739.12
2021-04-13,5927.1,5987.34,5866.66,5953.73,2908911,17318867454.38
2021-04-14,5941.43,6067.29,5891.86,5942.17,2754867,16369893059.78
2021-04-15,5884.27,5902.9,5838.91,5850.01,2834907,16584231662.13
2021-04-16,5825.85,5843.16,5654.19,5818.26,1723858,10029848663.7
2021-04-19,5889.23,5992.26,5791.01,5872.13,4236904,24879633966.23
2021-04-20,5835.26,5892.05,5790.92,5811.79,1316462,7651004443.94
2021-04-21,5738.28,5742.54,5708.18,5722.03,1808301,10347158274.95
2021-04-22,5729.28,5803.52,5725.43,5755.64,2338306,13458454358.55
2021-04-23,5768.88,5816.25,5691.02,5789.6,1329231,7695712286.59
2021-04-26,5748.39,5774.4,5656.35,5736.69,3459593,19846602252.72
2021-04-27,5694.26,5789.75,5683.12,5688.38,2524314,14359256561.86
2021-04-28,5698.64,5722.64,5659.7,5720.47,2995141,17133607832.11
2021-04-29,5554.69,5593.68,5495.02,5560.51,2223451,12363530260.27
2021-04-30,5436.58,5449.47,5352.5,5409.55,2753767,14896640292.42
2021-05-03,5348.87,5455.44,5296.31,5337.23,4151396,22156956757.43
2021-05-04,5309.24,5394.08,5229.65,5319.78,1913081,10177176270.32
2021-05-05,5358.19,5395.19,5357.96,5358.18,4699509,25180825735.9
2021-05-06,5548.67,5604.52,5520.06,5521.64,1853605,10234948758.64
2021-05-07,5617.56,5637.56,5601.84,5621.88,1770692,9954618777.7
2021-05-10,5633.53,5687.49,5597.8,5609.52,1775107,9957496882.08
2021-05-11,5648.58,5705.51,5550.29,5613.0,4967258,27881195959.96
2021-05-12,5587.25,5656.8,5431.67,5506.06,2849395,15688952579.32
2021-05-13,5473.1,5515.63,5466.22,5509.53,2029933,11183980511.1
2021-05-14,5451.83,5557.99,5413.25,5483.23,2472608,13557888006.33
2021-05-17,5524.36,5559.6,5508.27,5524.11,3114565,17205193310.39
2021-05-18,5443.0,5605.49,5418.25,5438.24,1785833,9711784538.98
2021-05-19,5491.54,5518.0,5447.45,5500.16,4891151,26902126009.36
2021-05-20,5663.22,5764.54,5600.75,5674.27,4409572,25021098017.77
2021-05-21,5677.77,5768.32,5631.39,5667.6,1163187,6592479401.4
2021-05-24,5706.87,5735.68,5651.18,5718.8,2223697,12716885267.22
2021-05-25,5830.11,5851.93,5696.76,5803.46,3162077,18350980560.97
2021-05-26,5754.59,5787.18,5709.73,5762.69,3927523,22633105283.28
2021-05-27,5785.94,5809.05,5766.41,5794.28,2956874,17132962351.4
