date,NVDA,MSFT,AVGO,TSM,TSLA,AMZN
2022-05-05,0,0,0,0,0,0
2022-05-06,0,0,0,0,0,0
2022-05-09,0,0,0,0,0,0
2022-05-10,0,0,0,0,0,0
2022-05-11,0,0,0,0,0,0
2022-05-12,0,0,0,0,0,0
2022-05-13,0,0,0,0,0,0
2022-05-16,0,0,0,0,0,0
2022-05-17,0,0,0,0,0,0
2022-05-18,0,0,0,0,0,0
2022-05-19,0,0,0,0,0,0
2022-05-20,0,0,0,0,0,0
2022-05-23,0,0,0,0,0,0
2022-05-24,0,0,0,0,0,0
2022-05-25,0,0,0,0,0,0
2022-05-26,0,0,0,0,0,0
2022-05-27,0,0,0,0,0,0
2022-05-31,0,0,0,0,0,0
2022-06-01,0,0,0,0,0,0
2022-06-02,0,0,0,0,0,0
2022-06-03,0,0,0,0,0,0
2022-06-06,0,0,0,0,0,0
2022-06-07,0,0,0,0,0,0
2022-06-08,0,0,0,0,0,0
2022-06-09,0,0,0,0,0,0
2022-06-10,0,0,0,0,0,0
2022-06-13,0,0,0,0,0,0
2022-06-14,0,0,0,0,0,0
2022-06-15,0,0,0,0,0,0
2022-06-16,0,0,0,0,0,0
2022-06-17,0,0,0,0,0,0
2022-06-21,0,0,0,0,0,0
2022-06-22,0,0,0,0,0,0
2022-06-23,0,0,0,0,0,0
2022-06-24,0,0,0,0,0,0
2022-06-27,0,0,0,0,0,0
2022-06-28,0,0,0,0,0,0
2022-06-29,0,0,0,0,0,0
2022-06-30,0,0,0,0,0,0
2022-07-01,0,0,0,0,0,0
2022-07-05,0,0,0,0,0,0
2022-07-06,0,0,0,0,0,0
2022-07-07,0,0,0,0,0,0
2022-07-08,0,0,0,0,0,0
2022-07-11,0,0,0,0,0,0
2022-07-12,0,0,0,0,0,0
2022-07-13,0,0,0,0,0,0
2022-07-14,0,0,0,0,0,0
2022-07-15,0,0,0,0,0,0
2022-07-18,0,0,0,0,0,0
2022-07-19,0,0,0,0,0,0
2022-07-20,0,0,0,0,0,0
2022-07-21,0,0,0,0,0,0
2022-07-22,0,0,0,0,0,0
2022-07-25,0,0,0,0,0,0
2022-07-26,0,0,0,0,0,0
2022-07-27,0,0,0,0,0,0
2022-07-28,0,0,0,0,0,0
2022-07-29,0,0,0,0,0,0
2022-08-01,0,0,0,0,0,0
2022-08-02,0,0,0,0,0,0
2022-08-03,0,0,0,0,0,0
2022-08-04,0,0,0,0,0,0
2022-08-05,0,0,0,0,0,0
2022-08-08,0,0,0,0,0,0
2022-08-09,0,0,0,0,0,0
2022-08-10,0,0,0,0,0,0
2022-08-11,0,0,0,0,0,0
2022-08-12,0,0,0,0,0,0
2022-08-15,0,0,0,0,0,0
2022-08-16,0,0,0,0,0,0
2022-08-17,0,0,0,0,0,0
2022-08-18,0,0,0,0,0,0
2022-08-19,0,0,0,0,0,0
2022-08-22,0,0,0,0,0,0
2022-08-23,0,0,0,0,0,0
2022-08-24,0,0,0,0,0,0
2022-08-25,0,0,0,0,0,0
2022-08-26,0,0,0,0,0,0
2022-08-29,0,0,0,0,0,0
2022-08-30,0,0,0,0,0,0
2022-08-31,0,0,0,0,0,0
2022-09-01,0,0,0,0,0,0
2022-09-02,0,0,0,0,0,0
2022-09-06,0,0,0,0,0,0
2022-09-07,0,0,0,0,0,0
2022-09-08,0,0,0,0,0,0
2022-09-09,0,0,0,0,0,0
2022-09-12,0,0,0,0,0,0
2022-09-13,0,0,0,0,0,0
2022-09-14,0,0,0,0,0,0
2022-09-15,0,0,0,0,0,0
2022-09-16,0,0,0,0,0,0
2022-09-19,0,0,0,0,0,0
2022-09-20,0,0,0,0,0,0
2022-09-21,0,0,0,0,0,0
2022-09-22,0,0,0,0,0,0
2022-09-23,0,0,0,0,0,0
2022-09-26,0,0,0,0,0,0
2022-09-27,0,0,0,0,0,0
2022-09-28,0,0,0,0,0,0
2022-09-29,0,0,0,0,0,0
2022-09-30,0,0,0,0,0,0
2022-10-03,0,0,0,0,0,0
2022-10-04,0,0,0,0,0,0
2022-10-05,0,0,0,0,0,0
2022-10-06,0,0,0,0,0,0
2022-10-07,0,0,0,0,0,0
2022-10-10,0,0,0,0,0,0
2022-10-11,0,0,0,0,0,0
2022-10-12,0,0,0,0,0,0
2022-10-13,0,0,0,0,0,0
2022-10-14,0,0,0,0,0,0
2022-10-17,0,0,0,0,0,0
2022-10-18,0,0,0,0,0,0
2022-10-19,0,0,0,0,0,0
2022-10-20,0,0,0,0,0,0
2022-10-21,0,0,0,0,0,0
2022-10-24,0,0,0,0,0,0
2022-10-25,0,0,0,0,0,0
2022-10-26,0,0,0,0,0,0
2022-10-27,0,0,0,0,0,0
2022-10-28,0,0,0,0,0,0
2022-10-31,0,0,0,0,0,0
2022-11-01,0,0,0,0,0,0
2022-11-02,0,0,0,0,0,0
2022-11-03,0,0,0,0,0,0
2022-11-04,0,0,0,0,0,0
2022-11-07,0,0,0,0,0,0
2022-11-08,0,0,0,0,0,0
2022-11-09,0,0,0,0,0,0
2022-11-10,0,0,0,0,0,0
2022-11-11,0,0,0,0,0,0
2022-11-14,0,0,0,0,0,0
2022-11-15,0,0,0,0,0,0
2022-11-16,0,0,0,0,0,0
2022-11-17,0,0,0,0,0,0
2022-11-18,0,0,0,0,0,0
2022-11-21,0,0,0,0,0,0
2022-11-22,0,0,0,0,0,0
2022-11-23,0,0,127,0,0,0
2022-11-25,0,0,127,0,0,0
2022-11-28,0,0,127,0,0,0
2022-11-29,0,0,127,0,0,0
2022-11-30,0,0,127,0,0,0
2022-12-01,0,0,127,0,0,0
2022-12-02,0,0,127,0,0,0
2022-12-05,0,0,127,0,0,0
2022-12-06,0,0,127,0,0,0
2022-12-07,0,0,127,0,0,0
2022-12-08,0,0,127,0,0,0
2022-12-09,0,0,127,0,0,0
2022-12-12,0,0,127,0,0,0
2022-12-13,357,0,127,0,0,0
2022-12-14,357,0,127,0,0,0
2022-12-15,357,0,127,0,0,0
2022-12-16,357,0,127,0,0,0
2022-12-19,357,0,127,0,0,0
2022-12-20,357,0,127,0,0,0
2022-12-21,357,0,127,0,0,0
2022-12-22,0,0,127,0,0,0
2022-12-23,0,0,127,0,0,0
2022-12-27,0,0,127,0,0,0
2022-12-28,0,0,127,0,0,0
2022-12-29,0,0,127,0,0,0
2022-12-30,0,0,127,0,0,0
2023-01-03,0,0,127,0,0,0
2023-01-04,0,0,127,0,0,0
2023-01-05,0,0,127,0,0,0
2023-01-06,0,0,127,0,0,0
2023-01-09,0,0,127,0,0,0
2023-01-10,0,0,127,0,0,0
2023-01-11,0,0,127,0,0,0
2023-01-12,0,0,127,77,0,0
2023-01-13,0,0,127,77,0,0
2023-01-17,0,0,127,77,0,0
2023-01-18,0,0,127,77,0,0
2023-01-19,0,0,127,77,0,0
2023-01-20,0,0,127,77,0,0
2023-01-23,336,0,127,77,0,0
2023-01-24,336,0,127,77,0,0
2023-01-25,336,0,127,77,0,0
2023-01-26,336,0,127,77,0,0
2023-01-27,336,0,127,77,0,0
2023-01-30,336,0,127,77,0,0
2023-01-31,336,0,127,77,0,0
2023-02-01,336,0,127,77,0,0
2023-02-02,336,25,127,77,0,57
2023-02-03,336,25,127,77,0,57
2023-02-06,336,25,127,77,0,57
2023-02-07,336,25,127,77,0,57
2023-02-08,336,25,127,77,0,0
2023-02-09,336,25,127,77,0,0
2023-02-10,336,25,127,77,0,0
2023-02-13,336,25,127,77,0,0
2023-02-14,336,25,127,77,0,0
2023-02-15,336,25,127,77,0,0
2023-02-16,336,25,127,77,0,0
2023-02-17,336,25,127,77,0,0
2023-02-21,336,25,127,77,0,0
2023-02-22,336,25,0,0,0,0
2023-02-23,336,25,0,0,0,0
2023-02-24,336,25,0,0,0,0
2023-02-27,336,0,0,0,0,0
2023-02-28,336,0,0,0,0,0
2023-03-01,336,0,0,0,0,0
2023-03-02,336,0,0,0,0,0
2023-03-03,336,0,114,0,0,0
2023-03-06,336,0,114,0,0,0
2023-03-07,336,0,114,0,0,0
2023-03-08,336,0,114,0,0,0
2023-03-09,336,0,114,0,0,0
2023-03-10,336,0,114,0,0,0
2023-03-13,336,0,114,0,0,0
2023-03-14,336,0,114,0,0,0
2023-03-15,336,0,114,0,0,0
2023-03-16,336,25,114,0,0,0
2023-03-17,336,25,114,0,0,0
2023-03-20,336,25,114,0,0,0
2023-03-21,336,25,114,0,0,0
2023-03-22,336,25,114,0,0,0
2023-03-23,336,25,114,0,0,0
2023-03-24,336,25,114,0,0,0
2023-03-27,336,25,114,0,0,0
2023-03-28,336,25,114,0,0,0
2023-03-29,336,25,114,0,0,0
2023-03-30,336,25,114,0,0,0
2023-03-31,336,25,114,0,0,0
2023-04-03,336,25,114,0,0,0
2023-04-04,336,25,114,0,0,0
2023-04-05,336,25,114,0,0,0
2023-04-06,336,25,114,0,0,0
2023-04-10,336,25,114,0,0,0
2023-04-11,336,25,114,0,0,0
2023-04-12,336,25,114,0,0,0
2023-04-13,336,25,114,0,0,0
2023-04-14,336,25,114,0,0,0
2023-04-17,336,25,114,0,0,0
2023-04-18,336,25,114,0,0,0
2023-04-19,336,25,114,0,0,0
2023-04-20,336,25,114,0,0,0
2023-04-21,336,25,114,0,0,0
2023-04-24,336,25,114,0,0,0
2023-04-25,336,25,114,0,0,0
2023-04-26,336,25,0,0,0,0
2023-04-27,336,25,0,0,0,60
2023-04-28,336,25,0,0,0,60
2023-05-01,336,25,0,0,0,60
2023-05-02,336,25,0,0,0,60
2023-05-03,336,25,0,0,0,60
2023-05-04,336,25,0,0,0,60
2023-05-05,336,25,0,0,0,60
2023-05-08,336,25,0,0,0,60
2023-05-09,336,25,0,0,0,60
2023-05-10,336,25,0,0,0,60
2023-05-11,336,25,0,0,0,60
2023-05-12,336,25,0,0,0,60
2023-05-15,336,25,0,0,0,60
2023-05-16,336,25,0,0,0,60
2023-05-17,336,25,126,0,0,60
2023-05-18,336,25,126,0,0,60
2023-05-19,336,25,126,0,0,60
2023-05-22,336,25,126,0,0,60
2023-05-23,336,25,126,0,0,60
2023-05-24,336,25,126,0,0,60
2023-05-25,336,25,126,80,0,60
2023-05-26,336,25,126,80,0,60
2023-05-30,336,25,126,80,0,60
2023-05-31,336,25,126,80,0,60
2023-06-01,336,25,126,80,0,60
2023-06-02,336,25,126,80,33,60
2023-06-05,336,25,126,80,33,60
2023-06-06,336,25,126,80,33,60
2023-06-07,336,25,126,80,33,60
2023-06-08,336,25,126,80,33,60
2023-06-09,336,25,126,80,33,60
2023-06-12,336,25,126,80,33,60
2023-06-13,336,25,126,80,33,60
2023-06-14,336,25,126,80,33,60
2023-06-15,336,25,126,80,33,60
2023-06-16,336,25,126,80,33,60
2023-06-20,336,25,126,80,33,60
2023-06-21,336,25,126,80,33,60
2023-06-22,336,25,126,80,33,60
2023-06-23,336,25,126,80,33,60
2023-06-26,336,25,126,80,33,60
2023-06-27,336,25,126,80,33,60
2023-06-28,336,25,126,80,33,60
2023-06-29,336,25,126,80,33,60
2023-06-30,336,25,126,80,33,60
2023-07-03,336,25,126,80,33,60
2023-07-05,336,25,126,80,33,60
2023-07-06,336,25,126,80,33,60
2023-07-07,336,25,126,80,33,60
2023-07-10,336,25,126,80,33,60
2023-07-11,336,25,126,80,33,60
2023-07-12,336,25,126,80,33,60
2023-07-13,336,25,126,80,33,60
2023-07-14,336,25,126,80,33,60
2023-07-17,336,25,126,80,33,60
2023-07-18,336,25,126,80,33,60
2023-07-19,336,25,126,80,33,60
2023-07-20,336,25,126,0,33,60
2023-07-21,336,25,126,0,33,60
2023-07-24,336,25,126,0,33,60
2023-07-25,336,25,126,0,33,60
2023-07-26,336,25,126,0,33,60
2023-07-27,336,0,126,0,0,60
2023-07-28,336,0,126,0,0,60
2023-07-31,336,0,126,0,0,60
2023-08-01,336,0,126,0,0,60
2023-08-02,336,0,126,0,0,60
2023-08-03,336,0,126,0,0,60
2023-08-04,336,0,126,0,0,60
2023-08-07,336,0,126,0,0,60
2023-08-08,336,0,126,0,0,60
2023-08-09,0,0,0,0,0,60
2023-08-10,0,0,0,0,0,60
2023-08-11,0,0,0,0,0,60
2023-08-14,0,0,0,0,0,60
2023-08-15,0,0,0,0,0,60
2023-08-16,0,0,0,0,0,60
2023-08-17,0,0,0,0,0,60
2023-08-18,0,0,0,0,0,60
2023-08-21,0,0,0,0,0,60
2023-08-22,0,0,0,0,0,60
2023-08-23,0,0,0,0,0,60
2023-08-24,0,0,0,0,0,60
2023-08-25,0,0,0,0,0,60
2023-08-28,0,0,0,0,0,60
2023-08-29,0,0,0,0,0,60
2023-08-30,0,0,0,0,0,60
2023-08-31,0,0,0,0,0,60
2023-09-01,0,0,0,0,0,60
2023-09-05,0,0,0,0,0,60
2023-09-06,0,0,0,0,0,60
2023-09-07,0,0,0,0,0,60
2023-09-08,0,0,0,0,0,60
2023-09-11,0,0,0,0,0,60
2023-09-12,0,0,0,0,0,60
2023-09-13,0,0,0,0,0,60
2023-09-14,0,0,0,0,0,60
2023-09-15,0,0,0,0,0,60
2023-09-18,0,0,0,0,0,60
2023-09-19,0,0,0,0,0,60
2023-09-20,0,0,0,0,0,0
2023-09-21,0,0,0,0,0,0
2023-09-22,0,0,0,0,0,0
2023-09-25,0,0,0,0,0,0
2023-09-26,0,0,0,0,0,0
2023-09-27,0,0,0,0,0,0
2023-09-28,0,0,0,0,0,0
2023-09-29,0,0,0,0,0,0
2023-10-02,0,0,0,0,0,0
2023-10-03,0,0,0,0,0,0
2023-10-04,0,0,0,0,0,0
2023-10-05,0,0,0,0,0,0
2023-10-06,0,0,0,0,0,0
2023-10-09,0,0,0,0,0,0
2023-10-10,0,0,0,0,0,0
2023-10-11,0,0,0,0,0,0
2023-10-12,0,0,0,0,0,0
2023-10-13,0,0,0,0,0,0
2023-10-16,0,0,0,0,0,0
2023-10-17,0,0,0,0,0,0
2023-10-18,0,0,0,0,0,0
2023-10-19,0,0,0,0,0,0
2023-10-20,0,0,0,0,0,0
2023-10-23,0,0,0,0,0,0
2023-10-24,0,0,0,0,0,0
2023-10-25,0,0,0,0,0,0
2023-10-26,0,0,0,0,0,0
2023-10-27,0,0,0,0,0,0
2023-10-30,0,0,0,0,0,0
2023-10-31,0,0,0,0,0,0
2023-11-01,0,0,0,0,0,0
2023-11-02,0,23,0,0,0,0
2023-11-03,0,23,0,0,0,0
2023-11-06,0,23,0,0,0,0
2023-11-07,0,23,0,0,0,0
2023-11-08,0,23,0,0,0,0
2023-11-09,0,23,0,0,0,0
2023-11-10,0,23,78,77,0,0
2023-11-13,0,23,78,77,0,0
2023-11-14,0,23,78,77,0,0
2023-11-15,0,23,78,77,0,0
2023-11-16,0,23,78,77,0,0
2023-11-17,0,23,78,77,0,0
2023-11-20,146,23,78,77,0,0
2023-11-21,146,23,78,77,0,0
2023-11-22,146,23,78,77,0,0
2023-11-24,146,23,78,77,0,0
2023-11-27,146,23,78,77,0,0
2023-11-28,146,23,78,77,0,0
2023-11-29,146,23,78,77,0,0
2023-11-30,146,23,0,77,0,0
2023-12-01,146,23,0,77,0,0
2023-12-04,0,23,0,77,0,0
2023-12-05,0,23,0,77,0,0
2023-12-06,0,23,0,77,0,0
2023-12-07,0,23,0,77,0,0
2023-12-08,0,23,0,77,0,0
2023-12-11,0,23,72,77,0,0
2023-12-12,0,23,72,77,0,0
2023-12-13,0,23,72,77,0,0
2023-12-14,0,23,72,77,0,0
2023-12-15,0,23,72,77,0,0
2023-12-18,0,23,72,77,0,53
2023-12-19,0,23,72,77,0,53
2023-12-20,0,23,72,77,0,53
2023-12-21,0,23,72,77,0,53
2023-12-22,0,23,72,77,0,53
2023-12-26,0,23,72,77,0,53
2023-12-27,0,23,72,77,0,53
2023-12-28,0,23,72,77,0,53
2023-12-29,0,23,72,77,0,53
2024-01-02,0,23,72,77,0,53
2024-01-03,0,23,72,77,0,53
2024-01-04,0,23,0,77,0,0
2024-01-05,0,23,0,77,0,0
2024-01-08,139,23,0,77,0,0
2024-01-09,139,23,0,77,0,0
2024-01-10,139,23,0,77,0,0
2024-01-11,139,23,0,77,0,0
2024-01-12,139,23,0,77,0,0
2024-01-16,139,23,0,77,0,0
2024-01-17,139,23,0,77,0,0
2024-01-18,139,23,0,77,0,0
2024-01-19,139,23,69,77,0,0
2024-01-22,139,23,69,77,0,0
2024-01-23,139,23,69,77,0,0
2024-01-24,139,23,69,77,0,0
2024-01-25,139,23,69,77,0,0
2024-01-26,139,23,69,77,0,61
2024-01-29,139,23,69,77,0,61
2024-01-30,139,23,69,77,0,61
2024-01-31,139,23,69,77,0,61
2024-02-01,139,23,69,77,0,61
2024-02-02,139,23,69,77,0,61
2024-02-05,139,23,69,77,0,61
2024-02-06,139,23,69,77,0,61
2024-02-07,139,23,69,77,0,61
2024-02-08,139,23,69,77,0,61
2024-02-09,139,23,69,77,0,61
2024-02-12,139,23,69,77,0,61
2024-02-13,139,23,69,77,0,61
2024-02-14,139,23,69,77,0,61
2024-02-15,139,23,69,77,0,61
2024-02-16,139,23,69,77,0,61
2024-02-20,139,23,69,77,0,61
2024-02-21,139,23,69,77,0,61
2024-02-22,139,23,69,77,0,61
2024-02-23,139,23,69,77,0,61
2024-02-26,139,23,69,77,0,61
2024-02-27,139,23,69,77,0,61
2024-02-28,139,23,69,77,0,61
2024-02-29,139,23,69,77,0,61
2024-03-01,139,23,69,77,0,61
2024-03-04,139,23,69,77,0,61
2024-03-05,139,23,69,77,0,61
2024-03-06,139,23,69,77,0,61
2024-03-07,139,23,69,77,0,61
2024-03-08,139,23,69,77,0,61
2024-03-11,139,23,69,77,0,61
2024-03-12,139,23,69,77,0,61
2024-03-13,139,23,0,77,0,61
2024-03-14,139,23,0,77,0,61
2024-03-15,139,23,0,77,0,61
2024-03-18,139,23,0,77,0,61
2024-03-19,139,23,0,77,0,61
2024-03-20,139,23,0,77,0,61
2024-03-21,139,23,0,77,0,61
2024-03-22,139,23,0,77,0,61
2024-03-25,139,23,0,77,0,61
2024-03-26,139,23,0,77,0,61
2024-03-27,139,23,0,77,0,61
2024-03-28,139,23,0,77,0,61
2024-04-01,139,23,0,77,0,61
2024-04-02,139,23,0,77,0,61
2024-04-03,139,23,0,77,0,61
2024-04-04,139,23,0,77,0,61
2024-04-05,139,23,0,77,0,61
2024-04-08,139,23,0,77,0,61
2024-04-09,139,23,0,77,0,61
2024-04-10,139,23,0,77,0,61
2024-04-11,139,23,0,77,0,61
2024-04-12,139,23,0,77,0,61
2024-04-15,139,0,0,77,0,61
2024-04-16,139,0,0,77,0,61
2024-04-17,0,0,0,77,0,61
2024-04-18,0,0,0,0,0,61
2024-04-19,0,0,0,0,0,0
2024-04-22,0,0,0,0,0,0
